title,company_name_reworked,website,phone,city,category,abstract,ai_first_sentence
IZOLUJ.TO - Hydroizolačné materiály,IZOLUJ.TO,http://www.izoluj.to/,+421 2/222 051 63,Valaská Belá,Dodávateľ izolácie,,
STRECHAFER s.r.o. - Hydroizolácie plochých striech,STRECHAFER,https://www.strechafer.sk/,+421 948 606 860,Chynorany,Stavebná firma,,
Izolácia ŠN - ploché strechy,Izolácia ŠN,http://izolaciasn.sk/,+421 904 092 403,Dunajská Streda,Obchod s izolačnými materiálmi,,
"Sanizol, s.r.o.",Sanizol,http://www.sanizol.sk/,+421 911 555 755,Bojnice,Stavebná firma,,
HydroizolG.K. s.r.o,HydroizolG.K.,https://www.hydroizolgk.sk/,+421 904 442 514,"Pri Bani, Nové Zámky",Stavebné služby,,
Striekaná Purpena Levice,Striekaná Purpena Levice,http://www.teplapurpena.sk/,+421 904 556 023,Levice,Stavebná firma,,
Striekana izolácia. Hydroizolácia Nitra VIKI,Striekana izolácia. Hydroizolácia Nitra VIKI,http://www.viki.eu.sk/,+421 903 728 995,Nitra,Stavebniny,,
PUR-protect s.r.o. Hydroizolácia Izolácia Tepelná Izolácia Ploché Rovné Strechy Oprava Renovácia Sanácia Čistenie Striech,PUR-protect Hydroizolácia Izolácia Tepelná Izolácia Ploché Rovné Strechy Oprava Renovácia Sanácia Čistenie Striech,https://www.pur-protect.sk/%20%20%20https://www.pur-protect.de/,+421 948 226 007,"Opatovce, Žitavany",Hydroizolačná firma,,
Marián Stanický,Marián Stanický,https://hydroizolacie-ms.sk/,+421 903 212 695,"Šaštín, Šaštín-Stráže",Hydroizolačná firma,,
"Hydroizol, S.r.o.",Hydroizol,https://www.hydroizol.com/,+421 44/562 02 92,Liptovský Mikuláš,Dodávateľ izolácie,,
Hydroizol,Hydroizol,http://www.hydroizol.sk/,+421 917 476 279,Žilina,Stavebniny,,
Tipstav s.r.o.,Tipstav,https://www.tipstav.sk/,+421 905 315 127,"Priemyselný obvod, Prievidza",Konštrukcia striech,,
Striekame - R. K. P. Falcon s. r. o.,Striekame,https://www.striekame.sk/,+421 907 960 450,Kajal,Hydroizolačná firma,,
FLEXISTAV s.r.o.,FLEXISTAV,https://www.flexistav.eu/,+421 944 291 771,Topoľčany,Stavebná firma,,
IZOMSK s.r.o. – odborník na hydroizolácie a ploché strechy,IZOMSK,http://www.izomsk.sk/,+421 948 760 620,Bratislava,Dodávateľ izolácie,,
Andrej Kekiš - AK HYDRO IZOL,Andrej Kekiš,https://www.akhydroizol.sk/,+421 908 124 331,,Odstraňovanie následkov škôd spôsobených vodou,,
TOPSTAV É&A s.r.o.,TOPSTAV É&A,http://www.topstavea.eu/,+421 908 816 371,Modrany,,,
IZOKLAMP s.r.o.,IZOKLAMP,http://www.izoklamp.sk/,+421 903 559 348,"Dolná kapsa, Nové Zámky",Dodávateľ stavebných potrieb,,
Klampiar,Klampiar,,,Zlaté Moravce,,,
"Blachotrapez, s.r.o.",Blachotrapez,http://www.blachotrapez.sk/,+421 911 950 324,"Homok, Šahy",Obchod so strešnými potrebami,,
Hydroizolácie plochých striech - EZP INVEST s.r.o.,Hydroizolácie plochých striech,http://www.ezpinvest.sk/,+421 905 871 078,Šurany,Hydroizolačná firma,,
IZOL-tech s. r. o.,IZOL-tech,http://www.izol-tech.sk/,+421 908 492 562,Bobrovec,Konštrukcia striech,,
NOVOIZOL - Oprava hydroizolácie plochej strechy,NOVOIZOL,https://www.strechysk.sk/,+421 905 553 004,Liptovský Hrádok,Stavebná firma,,
Hydroizolácie Plochých Striech Banská štiavnica,Hydroizolácie Plochých Striech Banská štiavnica,https://hydroizolacie-plochych-striech-banska-bela9.webnode.sk/,+421 907 575 363,Banská Belá,Hydroizolačná firma,,
ProfIZOL | Realizácia plochých striech a zemnej izolácie | Iskrová a dymová skúška,ProfIZOL,http://www.profizol.sk/,+421 903 255 300,Považská Bystrica,Stavebná firma,,
Euroroof s.r.o,Euroroof,http://euroroof.sk/,+421 917 022 516,Pata,Hydroizolačná firma,,
IZOL s.r.o.,IZOL,https://izolsro.sk/,+421 902 484 051,"Nitra-Párovské Háje 94901, Nitra",Hydroizolačná firma,,
Ján Švihorík,JÁN,https://hydro-izolacia.sk/,+421 905 451 753,Pata,Stavebná firma,,
PLOCHÉ STRECHY - realizácia a opravy - Celé západné slovesko - Musil Mário,PLOCHÉ,https://www.ploche-strechy-piestany.sk/,+421 915 461 856,Krakovany,Dodávateľ izolácie,,
Izolácie plochých striech Gajdoš,Izolácie plochých striech Gajdoš,http://www.izolaciegajdos.sk/,+421 915 779 828,,Stavebná firma,,
Strechy MD,Strechy MD,http://www.strechymd.sk/,+421 905 226 930,Hriňová,Stavebné služby,,
"REN, s.r.o. - Hydroizolácie strechy a spodnej stavby systémom Fatrafol",REN,https://www.ren.sk/,+421 903 530 699,Rabča,Stavebná firma,,
Izolácie stavieb s.r.o - Hydroflex,Izolácie stavieb,http://www.hydroflex.sk/,+421 905 543 430,Rohožník,Stavebná firma,,
Fatra Izolfa a.s.,FATRA,http://www.fatrafol.sk/,+421 905 723 780,Bratislava,Dodávateľ izolácie,,
Tecta S.r.o.,Tecta,https://www.realizacia-hydroizolacii.sk/,+421 903 770 229,Banská Bystrica,Konštrukcia striech,,
HySen s. r. o.,HySen,http://www.hydroizolacie-senica.sk/,+421 907 211 797,Senica,Hydroizolačná firma,,
San-Injekt s. r. o.,San-Injekt,http://www.saninjekt.sk/,+421 903 959 434,Bratislava,Dodávateľ,,
"ATRO, s.r.o.",ATRO,http://atro.sk/,+421 908 929 342,Banská Bystrica,Stavebniny,,
IZOPLAST - Svetlík,IZOPLAST,https://www.izoplast.sk/,+421 905 427 563,Hlohovec,Konštrukcia striech,,
BITUM s.r.o.,BITUM,http://www.bitum.sk/,+421 907 831 971,"Kostivrch, Horné Hámre",Dodávateľ izolácie,,
SADROKARTÓN KOŠICE,SADROKARTÓN KOŠICE,http://www.sadrokarton-kosice.eu/,+421 915 927 737,Košice,Špecialista na sádrokartónové priečky,,
AH STAV s.r.o.,AH,https://ahstav.sk/,+421 904 653 037,,Stavebná firma,,
PRO-SADRO-Profesionálne sadrokartónové systémy,PRO-SADRO-Profesionálne sadrokartónové systémy,http://www.pro-sadro.eu/,+421 905 956 875,Gabčíkovo,Špecialista na sádrokartónové priečky,,
ArtGips - sadrokartónové systemy,ArtGips,http://www.artgips.sk/,+421 908 991 882,Košice,Špecialista na sádrokartónové priečky,,
LEMARCK Slovakia s.r.o.,LEMARCK Slovakia,https://www.sadrokarton.sk/,+421 905 272 672,"Dolná kapsa, Nové Zámky",Stavebniny,,
Juraj Kaderábek O & K - Gipsmont,JURAJ,http://www.gipsmont.sk/,+421 905 606 368,Nové Zámky,Špecialista na sádrokartónové priečky,,
"GIPSOL, s.r.o.",GIPSOL,https://gipsol.sk/,+421 2/534 192 84,Ružinov,Stavebniny,,
Sadrokartónové systémy Košice,Sadrokartónové systémy Košice,http://www.artgips.sk/-sadrokartonove-prace-kontakt,+421 908 991 882,Košice,Stavebniny,,
Montáž sadrokartónu SDK-pro s.r.o.,Montáž sadrokartónu SDK-pro,http://www.sadrokartonsdkpro.sk/,+421 952 262 411,Poprad,Stavebná firma,,
MONTÁŽ SADROKARTÓNU Žilina,MONTÁŽ SADROKARTÓNU Žilina,,+421 903 440 365,Žilina-Vlčince,Stavebná firma,,
Montáže sadrokartónu,Montáže sadrokartónu,,+421 917 048 484,Vinohrady nad Váhom,Stavebná firma,,
Trockenbaueri - montáž sadrokartonu,Trockenbaueri,http://trockenbaueri.sk/,+421 911 862 136,Trnava,Stavebné služby,,
Lukáš Sentinek - Montáž sadrokartónu,LUKÁŠ,,+421 948 517 820,Studienka,Špecialista na sádrokartónové priečky,,
Charlie sadrokartón,Charlie sadrokartón,https://sadrokartonar.sk/,+421 940 787 299,,Stavebná firma,,
Chamraz - montáž sadrokartónu,Chamraz,,+421 905 606 613,Kuchyňa,Stavebná firma,,
Richard Slíž RICOSTAV,Richard Slíž RICOSTAV,https://www.ricostav.sk/,+421 903 395 891,Nitra,Špecialista na sádrokartónové priečky,,
RH Dry Mont. s.r.o,RH,,+421 910 637 147,"Sanka, Hatné",Špecialista na sádrokartónové priečky,,
Olekšák - MALIARSTVO* NATIERAČSTVO* TAPETOVANIE* MONTÁŽ SADROKARTÓNU* DOKONČOVACIE STAVEBNÉ PRÁCE,Olekšák,http://www.monttatry.sk/,+421 905 976 663,Kežmarok,Maliar,,
Montáž sadrokartónu Martin Lejsal,Montáž sadrokartónu Martin Lejsal,,+421 903 444 858,Kysucké Nové Mesto,Stavebná firma,,
Adam Jablonski,ADAM,https://www.adamjablonsky.sk/,+421 948 176 747,Sebedín - Bečov,Stavebné služby,,
VYSTIERKUJEME TO - Stierkovanie v Bratislave a okolí,VYSTIERKUJEME TO,https://www.vystierkujemeto.sk/,+421 949 652 776,Bratislava,Maliar,,
"Srňanský Peter - Maliarstvo, Stierkovanie a Montáž sadrokartónu",Srňanský Peter,http://maliar-tt.webnode.sk/,+421 911 160 979,"Modranka, Trnava",Maliar,,
TOPMAL s.r.o.,TOPMAL,https://www.topmal.sk/,+421 903 128 533,Bratislava,Maliar,,
Stavbach s.r.o.,Stavbach,https://www.riesimebyty.sk/,+421 944 637 636,Ružinov,Stavebná firma,,
COLOR MAL s.r.o.,COLOR,http://www.colormal.sk/,+421 919 359 561,Bratislava,Maliar,,
SZAB STAV s.r.o.,SZAB,https://szabstav.sk/,+421 915 912 763,Zlatná na Ostrove,Stavebné služby,,
Vymaľujeme.to - MANAST s.r.o.,Vymaľujeme.to,https://www.vymalujeme.to/,+421 948 196 160,Devínska Nová Ves,Maliar,,
"STILLTECH, s. r. o.",STILLTECH,https://stilltech.sk/,+421 903 208 129,Ružindol,Stolárstvo,,
XéniArt,XéniArt,https://www.xeniart.eu/,+421 905 281 917,Čeláre,Maliar,,
Janota Zdenko - MAĽOVANIE STIERKOVANIE,Janota Zdenko,,+421 908 926 795,Turany,,,
Azm s.r.o.,Azm,,+421 36/753 35 60,Štúrovo,,,
Sklenárstvo Mezei,Sklenárstvo Mezei,http://www.sklenarstvomezei.sk/,+421 910 983 644,Petržalka,Sklenár,,
Sklenárstvo Čendo,Sklenárstvo Čendo,,+421 41/432 42 80,Čadca,Sklenár,,
Sklenárstvo - Peter Ložan,Sklenárstvo,http://www.sklenarstvo.sk/,+421 2/654 232 40,Karlova Ves,Sklenár,,
Sklenárstvo Paulovič,Sklenárstvo Paulovič,,+421 908 154 045,Nové Zámky,Obchod so sklom a zrkadlami,,
SKLENÁRSTVO - Jaroslav Babušiak,SKLENÁRSTVO,http://www.sklenarstvodk.sk/,+421 44/432 35 41,Ružomberok,Sklenár,,
Sklenárstvo LEON,Sklenárstvo LEON,,+421 914 151 818,Galanta,Sklenár,,
Sklenárstvo Sklokomplet S.r.o.,Sklenárstvo Sklokomplet,,+421 51/452 00 50,Prešov,Sklenár,,
Sklenárstvo - Sedlárik,Sklenárstvo,,+421 2/459 235 23,Senec,Sklenár,,
Aja Sklenárstvo - Jaško Ján,AJA,,+421 908 430 670,Nové Mesto nad Váhom,Sklenár,,
Sklofix - Sklenárstvo Bratislava,Sklofix,https://www.sklofix.sk/,+421 903 818 471,Bratislava,Výrobca skla,,
Sklenárstvo MIER,Sklenárstvo MIER,https://www.sklenarstvomier.sk/,+421 948 177 924,Spišská Nová Ves,Sklenár,,
SKLENÁRSTVO K + K SKLOLOM,SKLENÁRSTVO K + K SKLOLOM,,+421 44/522 17 45,Liptovský Hrádok,Sklenár,,
"Sklenárstvo, Rámovanie - Marta Poláčková","Sklenárstvo, Rámovanie",http://sklenarstvoramovaniepolackova.mojanitra.sk/,+421 37/652 58 33,Nitra,Opravovňa skla,,
Sklenárstvo - Tibor Vajner,Sklenárstvo,http://www.vajner.sk/,+421 903 232 003,Bratislava,Obchod so sklom a zrkadlami,,
Sklenárstvo - Korenačka,Sklenárstvo,http://www.flim.sk/,+421 905 797 151,Partizánske,Sklenár,,
Sklenárstvo - Rámovanie Obrazov,Sklenárstvo,,+421 915 421 640,Partizánske,,,
Sklenárstvo Královič,Sklenárstvo Královič,http://kralovic.sk/,+421 2/556 478 77,Bratislava,Sklenár,,
Sklenárstvo Kósa Imrich,Sklenárstvo Kósa Imrich,https://www.facebook.com/SklenarstvoKosa,+421 905 320 161,Gabčíkovo,Sklenár,,
Sklenárstvo Bc. Karol Sekucia,Sklenárstvo Bc. Karol Sekucia,,+421 2/524 916 89,Bratislava,Opravovňa sklolaminátu,,
JH Sklenárstvo Šaľa,JH,,+421 909 146 879,Šaľa,Sklenár,,
Boris Olejár – Sklenárstvo Alla,BORIS,http://www.sklenarstvoalla.sk/,+421 903 525 496,Zvolen,Sklenár,,
"SGS GLASS, s.r.o.",SGS,https://www.sgsglass.sk/,+421 35/641 80 03,"Dolná kapsa, Nové Zámky",Obchod so sklom a zrkadlami,,
Sklenárstvo - Galambos,Sklenárstvo,,+421 36/622 40 04,Levice,Opravovňa skla,,
Czibor Zoltán S.r.o.,Czibor Zoltán,http://www.c-galeria.com/,+421 35/773 06 61,Komárno,Sklenár,,
Sklodax Sklenárstvo Bratislava,Sklodax Sklenárstvo Bratislava,http://www.sklodax.sk/,+421 908 749 432,Bratislava,Sklenár,,
Sklenárstvo Zlaté Moravce,Sklenárstvo Zlaté Moravce,,+421 902 350 462,Zlaté Moravce,Obchod so sklom a zrkadlami,,
Sklenárstvo Bartoněk Miloš BARKR,Sklenárstvo Bartoněk Miloš BARKR,,+421 903 515 726,"Okoličné, Liptovský Mikuláš",Sklenár,,
Milan Minárik,MILAN,https://www.sklenarstvo-minarik.sk/,+421 903 455 659,V,Výrobca,,
Sklenárstvo A Rámovanie,Sklenárstvo A Rámovanie,http://www.c-galeria.com/,+421 35/773 06 61,Komárno,Sklenár,,
Oprava čelného skla,Oprava čelného skla,https://dr-glass.eu/sk,+421 950 349 732,Štúrovo,Opravovňa autoskiel,,
Dalimon Mobilné Autosklo,Dalimon Mobilné Autosklo,https://www.dalimon.sk/,+421 910 599 851,Bánov,Oprava a výmena autoskla,,
Auto Kaiman - oprava čelného skla,AUTO,https://www.autokaiman.sk/,+421 940 500 076,Bratislava,Opravovňa autoskiel,,
"Autosklo Petržalka - Oprava a výmena autoskiel, PDR oprava preliačin",Autosklo Petržalka,https://www.autosklo-ba.sk/,+421 903 747 609,Petržalka,Opravovňa autoskiel,,
AUTOSKLO KOŠICE s.r.o.,AUTOSKLO KOŠICE,http://www.autosklokosice.sk/,+421 55/632 56 55,Košice,Opravovňa autoskiel,,
AUTOSKLO TIGA,AUTOSKLO TIGA,https://www.autosklotiga.sk/,+421 903 264 786,Levice,Opravovňa autoskiel,,
AUTOSKLO ABeX,AUTOSKLO ABeX,https://autoskloabex.sk/,+421 950 424 250,"Chrenová, Nitra",Opravovňa autoskiel,,
B2 Autosklo,B2,http://b2autosklo.sk/,+421 911 560 500,Ivanka pri Nitre,Opravovňa autoskiel,,
AUTOSKLO Z POWER s. r. o.,AUTOSKLO Z POWER,http://www.autosklozpower.sk/,+421 948 344 344,Bratislava,Servis čelných skiel,,
AutoSklo Ivanka,AutoSklo Ivanka,http://www.autoskloivanka.sk/,+421 905 614 832,Ivanka pri Dunaji,Oprava a údržba automobilov,,
Autosklo Trend s.r.o.,Autosklo Trend,https://autosklo-trend.sk/,+421 919 065 468,Nové Zámky,Opravovňa autoskiel,,
Oprava čelného skla Gabčíkovo Autosklo Varga,Oprava čelného skla Gabčíkovo Autosklo Varga,https://m.facebook.com/106029927409405/,+421 902 377 911,Gabčíkovo,Opravovňa autoskiel,,
Mobilne autosklo,Mobilne autosklo,https://autosklodoma.sk/,+421 940 356 365,Nové Zámky,Opravovňa autoskiel,,
Autosklo Hornet,Autosklo Hornet,https://www.hornet.sk/,+421 800 102 020,"Dolná kapsa, Nové Zámky",Opravovňa autoskiel,,
Autosklo Krajiček - Autofólie - výmena a oprava autoskla,Autosklo Krajiček,http://www.autosklokrajicek.sk/,+421 902 441 211,Nové Mesto nad Váhom,Opravovňa autoskiel,,
Autosklo Jurišta s.r.o.,Autosklo Jurišta,http://www.autosklojurista.sk/,+421 903 700 172,Bratislava,Oprava a výmena autoskla,,
Mobilné Autosklo CENT - VÝMENA A OPRAVA AUTOSKIEL,Mobilné Autosklo CENT,http://www.autosklocent.sk/,+421 949 000 009,Bratislava,Opravovňa autoskiel,,
Autosklo - Ján Horváth,Autosklo,http://www.autosklohorvath.sk/,+421 905 647 194,Tesárske Mlyňany,Opravovňa autoskiel,,
Oprava čelného skla,Oprava čelného skla,,+421 908 127 056,Nové Zámky,Opravovňa autoskiel,,
Autosklo Levice,Autosklo Levice,https://autosklolevice.sk/,+421 915 899 599,Levice,Opravovňa autoskiel,,
Autosklo MAX,Autosklo MAX,https://autosklodoma.sk/,,Hurbanovo,Oprava a výmena autoskla,,
Zasklievanie.sk,Zasklievanie,http://zasklievanie.sk/,+421 907 893 771,Petržalka,Dodávateľ zasklených veránd,,
"VTR Nové Zámky, s.r.o.",VTR,http://www.vtr.sk/,+421 905 815 565,Nové Zámky,Dodávateľ zasklených veránd,,
V.K. Euromont – Zasklievanie balkónov,V.K.,http://www.zasklievanie-balkonov.sk/,+421 902 082 020,Slovenská Kajňa,Dodávateľ zasklených veránd,,
SAMO - zasklievanie balkónov,SAMO,https://www.zasklievaniebalkonov.sk/,+421 911 656 144,Košice,Dodávateľ zasklených veránd,,
Zasklenie Balkónov - MODRY BALKON,Zasklenie Balkónov,http://www.modrybalkon.com/,+421 903 251 685,Považská Bystrica,Firemná kancelária,,
"Zimne zahrady, zasklenie terasy, pergoly - LS - Group s.r.o.",ZIMNE,http://www.lsgroup.sk/,+421 905 394 446,Skalica,Dodávateľ zasklených veránd,,
MONT-SKA: Zasklievanie balkónov,MONT-SKA,https://balkony-zaluzie.sk/,+421 905 205 774,Košice,Montáž okien,,
"HORMAX - Prístrešky, Terasy-Pergoly, Zasklenie-Zimné záhrady, Altánky, Nábytok na mieru",HORMAX,https://www.hormax.sk/,+421 907 430 634,Jastrabie nad Topľou,Dodávateľ zasklených veránd,,
GS EUROTHERM MONT s.r.o.,GS,http://gszasklenie.sk/,+421 800 500 920,Benkovce,Sklenár,,
"ALUVIS Slovakia, s.r.o.",ALUVIS Slovakia,http://www.aluvis.sk/,+421 907 886 574,Bratislava,Dodávateľ zasklených veránd,,
HPS mont s.r.o.,HPS,http://www.hpsmont.sk/,+421 2/432 912 35,Bratislava II,Dodávateľ zasklených veránd,,
WOL MONT,WOL,https://wolmont.sk/,+421 915 301 499,Petržalka,Staviteľ prístreškov pre autá a pergol,,
Pifema s.r.o. - showroom,Pifema,https://www.alu-terasy.sk/,+421 917 865 026,Považská Bystrica,Stavebná firma,,
Z-MONT SKALICA s.r.o.,Z-MONT SKALICA,http://www.zmontskalica.sk/,+421 948 140 403,Skalica,Dodávateľ,,
Tomáš Andrejovský TIMMONT,TOMÁŠ,https://www.timmont.sk/,+421 915 439 240,Stropkov,Montáž okien,,
Alumsist s.r.o.,Alumsist,https://www.alumsist.sk/,+421 911 926 768,Poprad,Dodávateľ zasklených veránd,,
Garwin zimné záhrady,Garwin zimné záhrady,https://www.zimna-zahrada.com/,+421 915 894 318,Kútniky,Staviteľ prístreškov pre autá a pergol,,
RADOVAN MATÚŠ - zasklievanie balkónov,RADOVAN MATÚŠ,http://www.zaluzie-matus.szm.sk/,+421 905 767 777,Banská Bystrica,Montáž okien,,
Pifema s.r.o.,Pifema,https://www.alu-terasy.sk/,+421 948 949 411,Veľká Lomnica,Dodávateľ zasklených veránd,,
"Mont-Alu, s.r.o.",Mont-Alu,https://www.montalu.sk/,+421 918 549 281,Vrádište,Staviteľ terás,,
sadrokartón,sadrokartón,,+421 917 578 712,Košice,,,
Gips Bau - Sadrokartón,GIPS,,+421 55/622 59 63,Košice - mestská časť Západ,Špecialista na sádrokartónové priečky,,
Stavebniny Onlinestavba s.r.o.,Stavebniny Onlinestavba,https://www.onlinestavba.sk/,+421 907 643 977,Dunajská Streda,Stavebniny,,
"IN-REAL - Lacný sadrokartón , Montáž sadrokartónových dosiek",IN-REAL,http://www.in-real.sk/index.php?option=com_content&task=view&id=14&Itemid=28,+421 2/459 253 29,Senec,Stavebná firma,,
Karol Ruth - Sadrokartón Bdr,KAROL,,+421 905 245 764,"Zobor, Nitra",Obchod s potrebami na sádrokartónové steny,,
StraitFlex - ROHOVÉ PÁSKY NA SADROKARTÓN,StraitFlex,,+421 948 969 003,Nitra,,,
V & P Sadrokartón,V,,+421 53/442 87 73,Spišská Nová Ves,,,
Malovanie - sadrokartón,Malovanie,,+421 910 484 405,Senica,,,
KÚCS Geodetické práce Kúcs Viliam,KÚCS,,+421 36/772 36 42,Tekovské Lužany,Geodet,,
Geodetické práce | Ing. Peter Havlík,Geodetické práce,https://www.geodethavlik.sk/,+421 905 587 661,Levice,Geodet,,
Farkas+ spol. s r.o. -geodetické práce,Farkas+ -geodetické práce,,+421 902 923 107,Vinica,Zememerač,,
GEODETICKÉ PRÁCE,GEODETICKÉ PRÁCE,,+421 903 686 406,Jaslovské Bohunice,,,
Geodetické Práce,Geodetické Práce,,+421 905 328 086,"Opatovce, Žitavany",Geodet,,
GEODETI sro,GEODETI sro,http://www.geodeti.sk/,+421 905 522 750,Nitra,Geodet,,
Ing. Jaroslav Dičér,ING.,http://www.geoprace.sk/,+421 905 505 664,Nitra,Zememerač,,
Geo-group s.r.o.,Geo-group,https://geo-group.sk/,+421 910 399 129,"Zobor, Nitra",Geodet,,
Peter Goldschűtter - geodetické práce,PETER,,+421 908 046 296,Lučenec,Geodet,,
Láska Igor - Súkromná geodetická spoločnosť,LÁSKA,,+421 905 548 853,Veľký Krtíš,Geodet,,
GEOWORX,GEOWORX,http://geoworx.sk/,+421 948 910 022,Nitra-Klokočina,Geodet,,
Geodetické práce,Geodetické práce,https://www.gepron.sk/2-uncategorised/3-kontakt,+421 905 276 508,Zlaté Moravce,Geodet,,
KLEIN - Sklenené zábradlie,KLEIN,https://www.sklenenezabradlie.com/,+421 904 126 442,,Dodávateľ zábradlí,,
"Zábradlie, sklenené steny, posuvné systémy","Zábradlie, sklenené steny, posuvné systémy",http://www.inoxglass.cz/,+421 905 219 022,Turčianske Teplice,Obchod,,
SKLOKALI s.r.o.,SKLOKALI,http://www.sklokali.sk/,+421 948 795 597,Prešov,Obchod so sklom a zrkadlami,,
"INTERIERSKLO, s.r.o.",INTERIERSKLO,http://www.interiersklo.eu/,+421 31/569 44 08,Dunajská Streda,Obchod so sklenenými výrobkami,,
Sklenárske práce Zetglass Sklenarstvo,Sklenárske práce Zetglass Sklenarstvo,https://www.zetglass.sk/,+421 908 839 491,Trakovice,Sklenár,,
"Sklenené zábradlia, nerezové zábradlia, bezpečnostné sklo a francúzske okná!","Sklenené zábradlia, nerezové zábradlia, bezpečnostné sklo a francúzske okná!",,+421 905 753 114,Stará Ľubovňa,,,
"Sklenené zábradlia, nerezové zábradlia, bezpečnostné sklo a francúzske okná!","Sklenené zábradlia, nerezové zábradlia, bezpečnostné sklo a francúzske okná!",,+421 949 235 257,Stará Ľubovňa,,,
DOMO GLASS,DOMO,https://domo.glass/,+421 915 829 254,Banská Bystrica,Výrobca,,
Bagristi,Bagristi,http://www.bagristi.sk/,+421 903 222 333,Bratislava,Demolačné práce,,
Michal Pollák - bagrista,Michal Pollák,,+421 940 733 673,Borský Svätý Jur,Spoločnosť pre zemné a výkopové práce,,
Peter Meidlik,PETER,,+421 907 636 181,Nána,Výkopové práce,,
Martin Krupica,Martin Krupica,https://www.facebook.com/bagersturovo/,+421 908 465 653,Nána,Výkopové práce,,
"PRES-TEL, s.r.o.",PRES-TEL,https://prestel.sk/,+421 905 607 083,Štúrovo,Výkopové práce,,
L - Stavm & Trans - Tomáš Löki,L,,+421 917 772 619,Gbelce,Výkopové práce,,
Bajcsi-zemné a výkopové práce,Bajcsi-zemné a výkopové práce,https://www.bajcsi.eu/,+421 940 933 833,Komárno,Spoločnosť pre zemné a výkopové práce,,
Výkopové práce minibágrom a pásovým dumperom,Výkopové práce minibágrom a pásovým dumperom,,+421 918 988 039,,Výkopové práce,,
Zemné a výkopové práce-Varga,ZEMNÉ,http://www.minibager-levice.sk/,+421 910 256 438,Dolná Seč,Stavebná firma,,
Výkopové a zemné práce Ružomberok,Výkopové a zemné práce Ružomberok,http://www.askhaus.sk/,+421 908 946 406,Ružomberok,Výkopové práce,,
LUPET STAV,LUPET,https://lupetstav.sk/,+421 904 037 282,Úľany nad Žitavou,Výkopové práce,,
"GUBO, s. r. o.",GUBO,,+421 905 549 935,Bešeňov,Výkopové práce,,
VÝKOPOVÉ A ZEMNÉ PRÁCE FERENC,VÝKOPOVÉ A ZEMNÉ PRÁCE FERENC,,+421 902 321 515,Sľažany,Výkopové práce,,
miniBagristi | Výkopové práce minibagrom,miniBagristi,https://minibagristi.sk/,+421 908 664 110,Ružinov,Výkopové práce,,
Výkopové a zemné práce - minibager,Výkopové a zemné práce,,+421 902 178 750,Oščadnica,Výkopové práce,,
KomStav s.r.o.,KomStav,,+421 908 354 235,Chotín,Výkopové práce,,
Mr. BAGER,MR.,https://www.facebook.com/p/Mr-BAGER-100057546034832/,+421 905 733 653,"Nitrianska osada, Bánov",Spoločnosť pre zemné a výkopové práce,,
Zemné práce,ZEMNÉ,,+421 905 257 479,Hlohovec,Výkopové práce,,
Peter Félix - Zemné a výkopové práce,PETER,http://www.felix.wbl.sk/,+421 905 432 751,Želiezovce,Firemná kancelária,,
Šufliarsky zemné a výkopové práce,Šufliarsky zemné a výkopové práce,https://bagervykop.sk/,+421 907 483 410,Detva,Výkopové práce,,
"Vykopove zemne a buracie prace minibagrom Trnava Danis Matus BAGERTT - JCB , UNC , buracie prace",Vykopove zemne a buracie prace minibagrom Trnava Danis Matus BAGERTT,http://www.danis-slovakia.sk/,+421 910 274 851,Trnava,Stavebná firma,,
Špeciál Trans štrk betonárka vykopové a zemné práce,Špeciál Trans štrk betonárka vykopové a zemné práce,http://specialtrans.sk/,+421 905 321 218,Želiezovce,Dodávateľ betónu,,
"ZEMNÉ A BÚRACIE PRÁCE TRNAVA - SEKERA, bager, traktorbager, minibager, JCB, UNC",ZEMNÉ,,+421 905 150 166,Trnava,Výkopové práce,,
ZEMNÉ PRÁCE,ZEMNÉ,http://www.domnaradia.sk/,+421 903 423 027,Levice,Výkopové práce,,
"ZEMNÉ A BÚRACIE PRÁCE SEKERA , bager, traktorbager, minibager, JCB, UNC",ZEMNÉ,,+421 905 150 166,Sereď,Výkopové práce,,
Zemné a výkopové práce,ZEMNÉ,http://www.uncprace.sk/,+421 908 390 107,Tureň,Výkopové práce,,
Zemné práce a nákladná doprava Pro-Trans,ZEMNÉ,,+421 910 911 849,Želiezovce,Spoločnosť pre zemné a výkopové práce,,
Zemné a výkopové práce Krivošík,ZEMNÉ,https://www.krivosik.sk/,+421 944 667 833,Veľké Kostoľany,Výkopové práce,,
Požičaj si bager!,Požičaj si bager!,,+421 905 765 841,Nitrianske Pravno,Prenájom stavebných zariadení,,
Topbagre s. r. o.,Topbagre,https://www.topbagre.sk/,+421 915 252 823,"Chrenová, Nitra",Požičovňa stavebných strojov,,
"BAGRELIPTOV.SK- BAGER,NAKLADAC,RYPADLO,PRISLUSENSTVO,FINANCOVANIE","BAGRELIPTOV- BAGER,NAKLADAC,RYPADLO,PRISLUSENSTVO,FINANCOVANIE",http://www.bagreliptov.sk/,+421 918 742 738,Gôtovany,Technik,,
BagreSpiš s.r.o.,BagreSpiš,http://www.bagrespis.sk/,+421 905 839 647,Spišská Nová Ves,Prenájom stavebných zariadení,,
Bager s.r.o.,Bager,http://www.bagersro.sk/,+421 907 052 420,Gabčíkovo,Výkopové práce,,
